Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Kronk - Head of Security	SS	expansions/5/cards/367x512/cfa2ed2aac6d61f44ca9cba73e1e8946b7cd7d22	Captain	Su	Steel	7	False	Floodborn, Ally, Captain	6	6	1	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Kronk.); ARE YOU ON THE LIST? During your turn, whenever thischaracter banishes another character in a challenge, youmay play a character with cost 5 or less for free.
Grumpy - Skeptical Knight	SS	expansions/5/cards/367x512/87d538ef1c1db71603e60f278446c86470162380	Seven Dwarfs	Su	Steel	3	True	Dreamborn, Ally, Knight, Seven Dwarfs	3	1	1	BOON OF RESILIENCE While one of your Knightcharacters is at a location, that character gains Resist+2. (Damage dealt to them is reduced by 2.); BURST OF SPEED During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)
Pete - Wrestling Champ	SS	expansions/5/cards/367x512/f67462663a512121ffada791890b558ee8b38773	Villain	Ra	Steel	3	False	Dreamborn, Villain	1	3	1	RE-PETE ⟳ - Reveal the top card of your deck.If it's a character card named Pete, you may playit for free.
Sir Ector - Castle Lord	SS	expansions/5/cards/367x512/acf1fffc01dc0193aa07d0b1de723c292a2c826d	Knight	Ra	Steel	7	False	Storyborn, Knight	7	10	3	
Bashful - Adoring Knight	SS	expansions/5/cards/367x512/e54183e2a040e6c09e61eb22d542e3d57074b351	Seven Dwarfs	Un	Steel	4	True	Dreamborn, Ally, Knight, Seven Dwarfs	3	4	1	IMPRESS THE PRINCESS While you have acharacter named Snow White in play, thischaracter gains Bodyguard. (An opposingcharacter who challenges one of your charactersmust choose one with Bodyguard if able.)
Arthur - Wart	SS	expansions/5/cards/367x512/3a2dc677d8e85ac856541744e288d504882feb36	Hero	Un	Steel	2	True	Storyborn, Hero	2	2	2	
Happy - Lively Knight	SS	expansions/5/cards/367x512/2fcc820fc1d95b1e8a3a219c7e3689bb8d65042c	Seven Dwarfs	Co	Steel	1	True	Dreamborn, Ally, Knight, Seven Dwarfs	2	1	1	BURST OF SPEED During your turn, this charactergains Evasive. (They can challenge characterswith Evasive.)
Simba - Son of Mufasa	SS	expansions/5/cards/367x512/19a448c01aa2e7d55979473b647e282459995b85	King	Un	Steel	6	True	Floodborn, Hero, King	3	5	1	Shift 4 (You may pay 4 ⬡ to play this on top ofone of your characters named Simba.); FEARSOME ROAR When you play this character,you may banish chosen item or location.
Doc - Bold Knight	SS	expansions/5/cards/367x512/14bb99f81147d2705f53a1d75337b2ec3e10d23a	Seven Dwarfs	Ra	Steel	2	False	Dreamborn, Ally, Knight, Seven Dwarfs	1	3	1	DRASTIC MEASURES When you play thischaracter, you may discard your hand to draw2 cards.
Arthur - King Victorious	SS	expansions/5/cards/367x512/2a79f14120945873482b7823caabe2fcde848722	King	Le	Steel	7	False	Floodborn, Hero, King	3	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Arthur.); KNIGHTED BY THE KING When you play this character,chosen character gains Challenger +2 and Resist +2 and canchallenge ready characters this turn. (They get +2 ¤ whilechallenging. Damage dealt to them is reduced by 2.)
Pete - Games Referee	SS	expansions/5/cards/367x512/752ae7bdbb96bf25280b55990570beabf2048ce0	Villain	Un	Steel	3	True	Dreamborn, Villain	3	3	1	BLOW THE WHISTLE When you play this character,opponents can't play actions until the start ofyour next turn.
Tug-of-War	SS	expansions/5/cards/367x512/4dea1daedbe9dc1d643b0f0eb8ab57c7d532f771	Action	Ra	Steel	5	True					Choose one:• Deal 1 damage to each opposing character without Evasive.• Deal 3 damage to each opposing character with Evasive.
When Will My Life Begin?	SS	expansions/5/cards/367x512/61188f24396807ba7ca38919a158766de935852e	Song	Co	Steel	3	True	Song				(A character with cost 3 or more can ⟳ to sing thissong for free.)
Duck for Cover!	SS	expansions/5/cards/367x512/c837307a9a2ad4d08ca61a4f1bd848ba3d6890fc	Action	Co	Steel	2	True					Chosen character gains Resist +1 and Evasive thisturn. (Damage dealt to them is reduced by 1. They canchallenge characters with Evasive.)
Food Fight!	SS	expansions/5/cards/367x512/2952aeca0fe15cf310ede96c437acb94b2b208f1	Action	Un	Steel	1	False					Your characters gain “⟳, 1 ⬡ — Deal 1 damage to chosencharacter” this turn.
Shield of Arendelle	SS	expansions/5/cards/367x512/9f9af029585ba014e07cd3910ca976cf56160616	Item	Co	Steel	1	True					DEFLECT Banish this item — Chosen character gainsResist +1 until the start of your next turn. (Damagedealt to them is reduced by 1.)
Plate Armor	SS	expansions/5/cards/367x512/7f03f3f2febc46f3fa832d98251b0c98f64bc19b	Item	Ra	Steel	4	False					WELL CRAFTED ⟳ — Chosen character gains Resist +2until the start of your next turn. (Damage dealt to themis reduced by 2.)
Steel Chromicon	SS	expansions/5/cards/367x512/1e7b95c5614637fdcde70eb7f2d109134c95c6bf	Item	Un	Steel	6	False					STEEL LIGHT ⟳ — Deal 1 damage to chosen character.
Bad-Anon - Villain Support Center	SS	expansions/5/cards/367x512/a165fbd61c277745f187eaac7182d9c05d0d1171	Location	Ra	Steel	3	True		2	7	1	THERE'S NO ONE I'D RATHER BE THAN ME Villain characters gain “⟳, 3 ⬡ —Play a character with the same name as this character for free” while here.
Seven Dwarfs' Mine - Secure Fortress	SS	expansions/5/cards/367x512/1cc641954099c249e0e4ef0402da3fd0364d95f0	Location	Un	Steel	2	True		2	6	1	MOUNTAIN DEFENSE During your turn, the first time you move acharacter here, you may deal 1 damage to chosen character. If themoved character is a Knight, deal 2 damage instead.
Prince Naveen - Ukulele Player	SS	expansions/5/cards/367x512/5f1cd7c3fb68ae7c679f8c33966610670d32ff1e	Prince	En	Amber	4	False	Storyborn, Hero, Prince	3	3	2	Singer 6 (This character counts as cost 6 tosing songs.); IT'S BEAUTIFUL, NO? When you play thischaracter, you may play a song with cost 6 orless for free.
Vanellope von Schweetz - Sugar Rush Princess	SS	expansions/5/cards/367x512/4afa8f9e90756f0f919a124a1dfbba19be004edc	Racer	En	Amber	4	True	Floodborn, Hero, Princess, Racer	2	4	2	Shift 2 (You may pay 2 ⬡ to play this on top of oneof your characters named Vanellope von Schweetz.); I HEREBY DECREE Whenever you play anotherPrincess character, all opposing characters get -1 ¤until the start of your next turn.
Revive	SS	expansions/5/cards/367x512/3be76cc016a8c850661956c5f71d14c621cf6a69	Action	En	Amber	5	False					Play a character with cost 5 or less from yourdiscard for free.
Archimedes - Electrified Owl	SS	expansions/5/cards/367x512/baab34018148392463ef4c49b5a924409cf5f7b0	Ally	En	Amethyst	5	True	Floodborn, Ally	1	4	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Archimedes.); Evasive (Only characters with Evasive can challengethis character.); Challenger +3 (While challenging, this charactergets +3 ¤.)
Olaf - Happy Passenger	SS	expansions/5/cards/367x512/acfdd18ea7f4a2ba74132ba977dc207204142994	Ally	En	Amethyst	9	False	Storyborn, Ally	6	6	3	CLEAR THE PATH For each exerted characteropponents have in play, you pay 1 ⬡ less toplay this character.; Evasive (Only characters with Evasive canchallenge this character.)
Finders Keepers	SS	expansions/5/cards/367x512/135debd4837026bf06c7bfc5d1e0c6a31611af1d	Action	En	Amethyst	5	True					Draw 3 cards.
Clarabelle - Light on Her Hooves	SS	expansions/5/cards/367x512/1b4a364f76e9fa8073516100ed65590c50a6d5e9	Ally	En	Emerald	7	True	Floodborn, Ally	5	6	2	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Clarabelle.); KEEP IN STEP At the end of your turn, if chosenopponent has more cards in their hand than you, youmay draw cards until you have the same number.
Scar - Vengeful Lion	SS	expansions/5/cards/367x512/e2154fea5da2dd0d1732ff30931723c2973003a0	Villain	En	Emerald	4	True	Storyborn, Villain	4	2	1	Ward (Opponents can't choose this characterexcept to challenge.); LIFE'S NOT FAIR, IS IT? Whenever one of yourcharacters challenges a damaged character,you may draw a card.
You're Welcome	SS	expansions/5/cards/367x512/19187dc98dce52fa4c4e8e05b341a9b77a51fd26	Song	En	Emerald	4	True	Song				(A character with cost 4 or more can ⟳ to sing thissong for free.)
Donald Duck - Pie Slinger	SS	expansions/5/cards/367x512/9a15f42d1c524c306eb91c3df1216db248a8f224	Knight	En	Ruby	5	True	Floodborn, Hero, Knight	3	6	1	Shift 4 (You may pay 4 ⬡ to play this on top of one ofyour characters named Donald Duck.); HUMBLE PIE When you play this character, if you usedShift to play him, each opponent loses 2 lore.; RAGING DUCK While an opponent has 10 or more lore,this character gets +6 ¤.
Robin Hood - Sharpshooter	SS	expansions/5/cards/367x512/828f720439cefaeb3acc7a7babce0a28abaa07a3	Hero	En	Ruby	4	False	Storyborn, Hero	1	4	2	MY GREATEST PERFORMANCE Whenever thischaracter quests, look at the top 4 cards ofyour deck. You may reveal an action card withcost 6 or less and play it for free. Put the restin your discard.
Ratigan's Party - Seedy Back Room	SS	expansions/5/cards/367x512/0bad865a02d82f4970687ffe1b80822b76cc0626	Location	En	Ruby	2	True		1	7	0	MISFITS' REVELRY While you have a damaged character here, thislocation gets +2 ◊.
Mufasa - Ruler of Pride Rock	SS	expansions/5/cards/367x512/49e3d046636e06b2d82ee046db8e6eb9a2e11e16	King	En	Sapphire	8	False	Storyborn, Mentor, King	4	9	4	A DELICATE BALANCE When you play this character,exert all cards in your inkwell, then return 2 cards atrandom from your inkwell to your hand.; EVERYTHING THE LIGHT TOUCHES Whenever thischaracter quests, ready all cards in your inkwell.
King Candy - Sweet Abomination	SS	expansions/5/cards/367x512/3d5bdf107de596ce77e8ce48a61b585f52bbb61d	Racer	En	Sapphire	5	False	Floodborn, Villain, King, Racer	3	3	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named King Candy.); CHANGING THE CODE When you play thischaracter, you may draw 2 cards, then put a cardfrom your hand on the bottom of your deck.
Royal Tantrum	SS	expansions/5/cards/367x512/c0ba17c23a26ff8c314478bc69f30963a6e4a754	Action	En	Sapphire	4	False					Banish any number of your items, then draw a cardfor each item banished this way.
Snow White - Fair-Hearted	SS	expansions/5/cards/367x512/f37062d9a65543a46f2ba13299ba77a370a1c4eb	Knight	En	Steel	5	False	Dreamborn, Hero, Princess, Knight	3	5	3	NATURAL LEADER This character gains Resist +1for each other Knight character you have in play.(Damage dealt to this character is reduced by 1for each other Knight.)
Arthur - King Victorious	SS	expansions/5/cards/367x512/9a70776c743352cfcf688e52512673332e5e4007	King	En	Steel	7	False	Floodborn, Hero, King	3	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Arthur.); KNIGHTED BY THE KING When you play this character,chosen character gains Challenger +2 and Resist +2 andcan challenge ready characters this turn. (They get +2 ¤while challenging. Damage dealt to them is reduced by 2.)
Bad-Anon - Villain Support Center	SS	expansions/5/cards/367x512/1c6637a8f2e1f75e06ff9984894d6bd16a3a36a9	Location	En	Steel	3	True		2	7	1	THERE'S NO ONE I'D RATHER BE THAN ME Villain characters gain “⟳, 3 ⬡ —Play a character with the same name as this character for free” while here.
Half Hexwell Crown	SS	expansions/5/cards/367x512/af06318c33c8e41c70083ee23dbe19426f1f9c5b	Item	Ra	Amethyst	6	False					AN UNEXPECTED FIND ⟳, 2 ⬡ - Draw a card.; A PERILOUS POWER ⟳, 2 ⬡, Discard a card - Exertchosen character.
Prince John - Gold Lover	SS	promos/2/cards/367x512/356a192b7913b04c54574d18c28d46e6395428ab	Prince	Sp	Sapphire	4	True	Storyborn, Villain, Prince	3	4	1	BEAUTIFUL, LOVELY TAXES ⟳ — Play an item fromyour hand or discard with cost 5 or less for free,exerted.
Kristoff - Reindeer Keeper	SS	promos/2/cards/367x512/da4b9237bacccdf19c0760cab7aec4a8359010b0	Ally	Sp	Amber	9	False	Dreamborn, Ally	3	7	3	SONG OF THE HERD For each song card in yourdiscard, you pay 1 ⬡ less to play this character.; Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Nala - Mischievous Cub	SS	promos/2/cards/367x512/77de68daecd823babbb58edb1c8e14d7106e83bb	Ally	Sp	Amber	1	True	Storyborn, Ally	0	4	1	
Finders Keepers	SS	promos/2/cards/367x512/1b6453892473a467d07372d45eb05abc2031647a	Action	Sp	Amethyst	5	True					Draw 3 cards.
Chicha - Dedicated Mother	SS	promos/2/cards/367x512/ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4	Ally	Sp	Sapphire	2	False	Storyborn, Ally	2	1	1	Support (Whenever this character quests, you may addtheir ¤ to another chosen character's ¤ this turn.); ONE ON THE WAY During your turn, when you put a cardinto your inkwell, if it's the second card you've put intoyour inkwell this turn, you may draw a card.
Stitch - Team Underdog	SS	promos/2/cards/367x512/c1dfd96eea8cc2b62785275bca38ac261256e278	Alien	Sp	Steel	4	False	Storyborn, Hero, Alien	1	4	1	HEAVE HO! When you play this character, youmay deal 2 damage to chosen character.
Mirabel Madrigal - Family Gatherer	SS	promos/2/cards/367x512/902ba3cda1883801594b6e1b452790cc53948fda	Madrigal	En	Amber	5	True	Storyborn, Hero, Madrigal	5	5	5	NOT WITHOUT MY FAMILY You can't play thischaracter unless you have 5 or more charactersin play.
Dragon Fire	TFC	promos/3/cards/367x512/356a192b7913b04c54574d18c28d46e6395428ab	Action	Sp	Ruby	5	False					Banish chosen character.
Let It Go	TFC	promos/3/cards/367x512/da4b9237bacccdf19c0760cab7aec4a8359010b0	Song	Sp	Sapphire	5	True	Song				(A character with cost 5 or more can ⟳ to sing this song for free.)
Cinderella - Stouthearted	RF	promos/3/cards/367x512/77de68daecd823babbb58edb1c8e14d7106e83bb	Knight	Sp	Steel	7	True	Floodborn, Hero, Princess, Knight	5	5	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Cinderella.); Resist +2 (Damage dealt to this character is reduced by 2.); THE SINGING SWORD Whenever you play a song, thischaracter may challenge ready characters this turn.
Rapunzel - Gifted with Healing	TFC	promos/3/cards/367x512/1b6453892473a467d07372d45eb05abc2031647a	Princess	Sp	Amber	4	True	Storyborn, Hero, Princess	1	5	2	GLEAM AND GLOW When you play this character,remove up to 3 damage from one of yourcharacters. Draw a card for each 1 damageremoved this way.
Mickey Mouse - Brave Little Tailor	TFC	promos/4/cards/367x512/356a192b7913b04c54574d18c28d46e6395428ab	Hero	Sp	Ruby	8	True	Dreamborn, Hero	5	5	4	Evasive (Only characters with Evasive can challengethis character.)
Cinderella - Stouthearted	RF	promos/4/cards/367x512/da4b9237bacccdf19c0760cab7aec4a8359010b0	Knight	Sp	Steel	7	True	Floodborn, Hero, Princess, Knight	5	5	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Cinderella.); Resist +2 (Damage dealt to this character is reduced by 2.); THE SINGING SWORD Whenever you play a song, thischaracter can challenge ready characters this turn.
Ursula - Deceiver	II	promos/4/cards/367x512/77de68daecd823babbb58edb1c8e14d7106e83bb	Sorcerer	Sp	Emerald	2	True	Storyborn, Villain, Sorcerer	1	3	1	YOU'LL NEVER EVEN MISS IT When you play thiscard, chosen opponent reveals their hand anddiscards a song card of your choice.
Bruno Madrigal - Undetected Uncle	UR	promos/4/cards/367x512/1b6453892473a467d07372d45eb05abc2031647a	Madrigal	Sp	Amethyst	4	True	Storyborn, Ally, Madrigal	3	3	1	Evasive (Only characters with Evasive can challenge thischaracter.); YOU JUST HAVE TO SEE IT ⟳ — Name a card, then revealthe top card of your deck. If it's the named card, put thatcard into your hand and gain 3 lore. Otherwise, put it onthe top of your deck.
Vanellope von Schweetz - Sugar Rush Princess	SS	promos/4/cards/367x512/ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4	Racer	Sp	Amber	4	True	Floodborn, Hero, Princess, Racer	2	4	2	Shift 2 (You may pay 2 ⬡ to play this on top of one ofyour characters named Vanellope von Schweetz.); I HEREBY DECREE Whenever you play anotherPrincess character, all opposing characters get -1 ¤until the start of your next turn.
Owl - Pirate Lookout	AS	expansions/6/cards/367x512/356a192b7913b04c54574d18c28d46e6395428ab	Pirate	Un	Amber	3	True	Storyborn, Ally, Pirate	3	3	1	WELL SPOTTED During your turn, whenever a cardis put into your inkwell, chosen opposing charactergets -1 ¤ until the start of your next turn.
Lilo - Escape Artist	AS	expansions/6/cards/367x512/da4b9237bacccdf19c0760cab7aec4a8359010b0	Hero	Su	Amber	2	True	Storyborn, Hero	1	2	2	NO PLACE I'D RATHER BE At the start of your turn,if this card is in your discard, you may play herand she enters play exerted.
Winnie the Pooh - Hunny Pirate	AS	expansions/6/cards/367x512/77de68daecd823babbb58edb1c8e14d7106e83bb	Pirate	Ra	Amber	2	False	Storyborn, Hero, Pirate	2	2	1	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.); WE'RE PIRATES, YOU SEE Whenever this characterquests, you pay 1 ⬡ less for the next Piratecharacter you play this turn.
Gopher - Ship's Carpenter	AS	expansions/6/cards/367x512/1b6453892473a467d07372d45eb05abc2031647a	Pirate	Un	Amber	4	True	Storyborn, Ally, Pirate	1	6	2	
Simba - Happy-Go-Lucky	AS	expansions/6/cards/367x512/ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4	Prince	Co	Amber	2	True	Storyborn, Hero, Prince	1	4	1	
Chip - Friend Indeed	AS	expansions/6/cards/367x512/c1dfd96eea8cc2b62785275bca38ac261256e278	Hero	Co	Amber	3	True	Storyborn, Hero	3	3	1	DALE'S PARTNER When you play this character,chosen character gets +1 ◊ this turn.
Dale - Friend in Need	AS	expansions/6/cards/367x512/902ba3cda1883801594b6e1b452790cc53948fda	Hero	Co	Amber	3	True	Storyborn, Hero	3	4	2	CHIP'S PARTNER This character enters playexerted unless you have a character named Chipin play.
David - Impressive Surfer	AS	expansions/6/cards/367x512/fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f	Ally	Un	Amber	3	True	Storyborn, Ally	3	3	1	SHOWING OFF While you have a character namedNani in play, this character gets +2 ◊.
Prince Naveen - Vigilant First Mate	AS	expansions/6/cards/367x512/0ade7c2cf97f75d009975f4d720d1fa6c19f4897	Prince	Un	Amber	5	True	Floodborn, Hero, Prince	2	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Prince Naveen.); Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Prince Naveen - Carefree Explorer	AS	expansions/6/cards/367x512/b1d5781111d84f7b3fe45a0852e59758cd7a87e5	Prince	Co	Amber	2	True	Storyborn, Hero, Prince	2	3	1	
